timestamp,value,anomaly,anomaly_detection,anomaly_score,model_name,threshold_upper,threshold_lower,decision_rule
2014-03-09 6:51,45.632,FALSE,FALSE,0.008673604,rrcf,0.651653432,,two
2014-03-09 6:56,44.996,FALSE,FALSE,0.012340565,rrcf,0.651653432,,two
2014-03-09 7:01,44.484,FALSE,FALSE,0.009132202,rrcf,0.651653432,,two
2014-03-09 7:06,44.366,FALSE,FALSE,0.017298162,rrcf,0.651653432,,two
2014-03-09 7:11,49.238,FALSE,FALSE,0.079493241,rrcf,0.651653432,,two
2014-03-09 7:16,42.822,FALSE,FALSE,0.022623053,rrcf,0.651653432,,two
2014-03-09 7:21,42.888,FALSE,FALSE,0.025645093,rrcf,0.651653432,,two
2014-03-09 7:26,44.32,FALSE,FALSE,0.009598623,rrcf,0.651653432,,two
2014-03-09 7:31,43.85,FALSE,FALSE,0.0106153,rrcf,0.651653432,,two
2014-03-09 7:36,46.66,FALSE,FALSE,0.025563117,rrcf,0.651653432,,two
2014-03-09 7:41,44.788,FALSE,FALSE,0.029849936,rrcf,0.651653432,,two
2014-03-09 7:46,44.014,FALSE,FALSE,0.027002092,rrcf,0.651653432,,two
2014-03-09 7:51,42.53,FALSE,FALSE,0.01751537,rrcf,0.651653432,,two
2014-03-09 7:56,46.268,FALSE,FALSE,0.015265904,rrcf,0.651653432,,two
2014-03-09 8:01,43.732,FALSE,FALSE,0.013509881,rrcf,0.651653432,,two
2014-03-09 8:06,46.244,FALSE,FALSE,0.028500859,rrcf,0.651653432,,two
2014-03-09 8:11,43.428,FALSE,FALSE,0.025665808,rrcf,0.651653432,,two
2014-03-09 8:16,44.248,FALSE,FALSE,0.011636716,rrcf,0.651653432,,two
2014-03-09 8:21,46.432,FALSE,FALSE,0.013831575,rrcf,0.651653432,,two
2014-03-09 8:26,41.384,FALSE,FALSE,0.063865751,rrcf,0.651653432,,two
2014-03-09 8:31,44.002,FALSE,FALSE,0.012588979,rrcf,0.651653432,,two
2014-03-09 8:36,45.518,FALSE,FALSE,0.024850557,rrcf,0.651653432,,two
2014-03-09 8:41,42.422,FALSE,FALSE,0.026979323,rrcf,0.651653432,,two
2014-03-09 8:46,43.968,FALSE,FALSE,0.039144846,rrcf,0.651653432,,two
2014-03-09 8:51,44.976,FALSE,FALSE,0.014909078,rrcf,0.651653432,,two
2014-03-09 8:56,44.66,FALSE,FALSE,0.031405606,rrcf,0.651653432,,two
2014-03-09 9:01,44.954,FALSE,FALSE,0.011472459,rrcf,0.651653432,,two
2014-03-09 9:06,44.648,FALSE,FALSE,0.032270189,rrcf,0.651653432,,two
2014-03-09 9:11,43.856,FALSE,FALSE,0.017335179,rrcf,0.651653432,,two
2014-03-09 9:16,44.154,FALSE,FALSE,0.021920221,rrcf,0.651653432,,two
2014-03-09 9:21,43.946,FALSE,FALSE,0.008941867,rrcf,0.651653432,,two
2014-03-09 9:26,43.896,FALSE,FALSE,0.019807705,rrcf,0.651653432,,two
2014-03-09 9:31,43.662,FALSE,FALSE,0.027652976,rrcf,0.651653432,,two
2014-03-09 9:36,46.68,FALSE,FALSE,0.015708529,rrcf,0.651653432,,two
2014-03-09 9:41,45.822,FALSE,FALSE,0.013933634,rrcf,0.651653432,,two
2014-03-09 9:46,41.15,FALSE,FALSE,0.063163972,rrcf,0.651653432,,two
2014-03-09 9:51,43.944,FALSE,FALSE,0.019867053,rrcf,0.651653432,,two
2014-03-09 9:56,46.032,FALSE,FALSE,0.00840309,rrcf,0.651653432,,two
2014-03-09 10:01,45.234,FALSE,FALSE,0.018612023,rrcf,0.651653432,,two
2014-03-09 10:06,43.92,FALSE,FALSE,0.017323281,rrcf,0.651653432,,two
2014-03-09 10:11,43.638,FALSE,FALSE,0.03039048,rrcf,0.651653432,,two
2014-03-09 10:16,44.836,FALSE,FALSE,0.013928674,rrcf,0.651653432,,two
2014-03-09 10:21,42.31,FALSE,FALSE,0.024758603,rrcf,0.651653432,,two
2014-03-09 10:26,45.07,FALSE,FALSE,0.01042645,rrcf,0.651653432,,two
2014-03-09 10:31,42.536,FALSE,FALSE,0.020864154,rrcf,0.651653432,,two
2014-03-09 10:36,45.47,FALSE,FALSE,0.010803265,rrcf,0.651653432,,two
2014-03-09 10:41,42.136,FALSE,FALSE,0.058898609,rrcf,0.651653432,,two
2014-03-09 10:46,45.346,FALSE,FALSE,0.016081314,rrcf,0.651653432,,two
2014-03-09 10:51,43.498,FALSE,FALSE,0.018821262,rrcf,0.651653432,,two
2014-03-09 10:56,44.46,FALSE,FALSE,0.016782667,rrcf,0.651653432,,two
2014-03-09 11:01,45.376,FALSE,FALSE,0.013097683,rrcf,0.651653432,,two
2014-03-09 11:06,42.582,FALSE,FALSE,0.024655716,rrcf,0.651653432,,two
2014-03-09 11:11,46.972,FALSE,FALSE,0.027469457,rrcf,0.651653432,,two
2014-03-09 11:16,42.618,FALSE,FALSE,0.023630862,rrcf,0.651653432,,two
2014-03-09 11:21,44.038,FALSE,FALSE,0.020120543,rrcf,0.651653432,,two
2014-03-09 11:26,46.478,FALSE,FALSE,0.015720739,rrcf,0.651653432,,two
2014-03-09 11:31,40.586,FALSE,FALSE,0.116244362,rrcf,0.651653432,,two
2014-03-09 11:36,45.422,FALSE,FALSE,0.008795266,rrcf,0.651653432,,two
2014-03-09 11:41,43.826,FALSE,FALSE,0.028005609,rrcf,0.651653432,,two
2014-03-09 11:46,43.252,FALSE,FALSE,0.019915447,rrcf,0.651653432,,two
2014-03-09 11:51,43.826,FALSE,FALSE,0.021705942,rrcf,0.651653432,,two
2014-03-09 11:56,47.136,FALSE,FALSE,0.017798505,rrcf,0.651653432,,two
2014-03-09 12:01,44.366,FALSE,FALSE,0.014103819,rrcf,0.651653432,,two
2014-03-09 12:06,43.334,FALSE,FALSE,0.017839221,rrcf,0.651653432,,two
2014-03-09 12:11,43.944,FALSE,FALSE,0.018829019,rrcf,0.651653432,,two
2014-03-09 12:16,43.802,FALSE,FALSE,0.041605302,rrcf,0.651653432,,two
2014-03-09 12:21,43.918,FALSE,FALSE,0.015850515,rrcf,0.651653432,,two
2014-03-09 12:26,44.058,FALSE,FALSE,0.020836904,rrcf,0.651653432,,two
